;OrderID;AccountID;Amount;K_SYMBOL
3350;33106;2505;136.0;Household
3351;33107;2505;1825.0;Household
3352;33108;2506;10076.0;Household
3353;33109;2507;4556.0;Household
3354;33110;2508;2193.0;Household
3355;33111;2509;7073.0;Household
3356;33112;2509;4377.0;
3357;33113;2509;1950.0;Insurance payment
3358;33114;2510;6922.0;Household
3359;33115;2510;92.0;
3360;33116;2510;904.0;Insurance payment
3361;33117;2511;2696.0;Household
3362;33118;2511;3059.0;
3363;33121;2513;2655.0;Household
3364;33122;2514;4001.0;Household
3365;33123;2516;9721.0;Loan payment
3366;33124;2517;11769.0;Household
3367;33126;2519;1599.0;Household
3368;33127;2520;2355.0;Household
3369;33128;2521;6002.0;Household
3370;33129;2523;1819.0;Household
3371;33130;2523;82.0;
3372;33131;2523;41.0;Insurance payment
3373;33132;2523;73.0;
3374;33133;2524;2550.0;Household
3375;33134;2525;2408.0;Household
3376;33135;2525;2929.0;
3377;33136;2526;3964.0;Household
3378;33137;2527;2322.6;Leasing
3379;33138;2527;5774.0;Household
3380;33139;2528;2824.0;Household
3381;33143;2530;99.0;Household
3382;33144;2530;4379.0;
3383;33145;2530;3698.0;Insurance payment
3384;33146;2531;1614.0;Household
3385;33147;2532;12133.0;Household
3386;33148;2534;2190.0;Household
3387;33149;2534;1220.0;
3388;33150;2535;4273.0;Household
3389;33151;2535;90.0;
3390;33152;2535;153.0;Insurance payment
3391;33153;2536;3136.0;Household
3392;33154;2537;13540.0;Household
3393;33155;2538;3689.0;Household
3394;33156;2539;1919.0;Household
3395;33157;2539;1904.0;Household
3396;33158;2541;1822.0;Household
3397;33159;2541;2238.0;
3398;33160;2541;1897.0;Insurance payment
3399;33161;2542;435.0;Household
3400;33162;2542;2637.0;
3401;33163;2542;308.0;Insurance payment
3402;33164;2543;2145.0;Household
3403;33165;2544;2920.0;Household
3404;33166;2544;556.0;
3405;33167;2544;33.0;Insurance payment
3406;33168;2544;5.0;
3407;33169;2545;2637.0;Household
3408;33170;2545;671.0;
3409;33171;2545;713.0;Insurance payment
3410;33172;2545;8933.0;Loan payment
3411;33173;2546;4896.5;Leasing
3412;33174;2546;2985.0;Household
3413;33175;2546;1152.0;
3414;33176;2546;480.0;Insurance payment
3415;33177;2547;5492.0;Household
3416;33178;2549;2085.0;Household
3417;33179;2550;6828.0;Household
3418;33180;2550;403.0;
3419;33181;2550;67.0;Insurance payment
3420;33182;2550;49.0;
3421;33183;2551;2390.0;Leasing
3422;33184;2551;11601.0;Household
3423;33185;2551;2818.0;
3424;33186;2552;7035.0;Household
3425;33187;2553;9687.0;Household
3426;33188;2554;7607.0;Household
3427;33189;2555;5464.0;Household
3428;33190;2555;2261.0;
3429;33191;2556;2006.0;Household
3430;33192;2557;2806.0;Household
3431;33193;2558;1982.0;Household
3432;33194;2559;5123.0;Household
3433;33195;2560;1146.0;Household
3434;33196;2560;4445.0;
3435;33197;2561;7764.0;Household
3436;33198;2562;2235.0;Household
3437;33199;2563;2984.0;Household
3438;33200;2564;8086.0;Household
3439;33201;2567;2574.0;Household
3440;33202;2568;5228.0;Household
3441;33203;2568;1086.0;
3442;33204;2568;306.0;Insurance payment
3443;33205;2569;463.0;Household
3444;33206;2569;1871.0;Household
3445;33207;2570;2051.0;Household
3446;33208;2572;7500.0;Loan payment
3447;33209;2574;9546.0;Household
3448;33210;2575;407.0;Household
3449;33211;2575;2171.0;Household
3450;33212;2576;8106.0;Household
3451;33213;2577;3347.0;Household
3452;33214;2578;2846.0;Household
3453;33215;2579;2688.0;Household
3454;33216;2580;5016.0;Household
3455;33217;2580;1489.0;Loan payment
3456;33218;2581;4769.0;Household
3457;33219;2582;1381.0;Household
3458;33220;2582;1748.0;
3459;33221;2583;415.0;Leasing
3460;33222;2584;994.0;Household
3461;33223;2584;582.0;Household
3462;33224;2588;6509.0;Household
3463;33225;2589;2236.0;Household
3464;33226;2589;1458.0;Household
3465;33227;2590;1300.0;Household
3466;33228;2590;660.0;
3467;33229;2590;60.0;Insurance payment
3468;33230;2591;3301.0;Household
3469;33231;2592;5129.0;Household
3470;33232;2593;7300.0;Household
3471;33233;2594;1189.0;Leasing
3472;33234;2594;10912.0;Household
3473;33235;2594;506.0;
3474;33236;2595;3481.0;Household
3475;33237;2596;2285.0;Household
3476;33238;2597;1398.0;Household
3477;33239;2597;1957.0;
3478;33241;2600;4379.0;Household
3479;33242;2602;1332.0;Household
3480;33243;2602;4073.0;
3481;33244;2603;3210.0;Household
3482;33245;2604;3965.0;Household
3483;33246;2605;4245.0;Household
3484;33247;2606;31.0;Household
3485;33248;2606;2443.0;Household
3486;33249;2607;1433.0;Household
3487;33250;2607;755.0;
3488;33251;2607;882.0;Insurance payment
3489;33252;2607;1570.0;Leasing
3490;33253;2608;4788.0;Household
3491;33254;2609;4881.9;Leasing
3492;33255;2610;1842.0;Household
3493;33256;2612;2259.5;Leasing
3494;33257;2613;941.0;Household
3495;33258;2613;2154.0;Household
3496;33259;2614;2152.0;Household
3497;33260;2616;8188.0;Household
3498;33261;2617;166.0;Household
3499;33262;2617;1867.0;
3500;33263;2618;3223.0;Household
3501;33264;2619;5454.0;Household
3502;33265;2620;3855.0;Household
3503;33266;2621;2819.0;Household
3504;33267;2622;7067.0;Household
3505;33268;2622;5681.0;Loan payment
3506;33269;2623;2891.0;Household
3507;33270;2624;10744.0;Household
3508;33271;2625;1922.0;Leasing
3509;33272;2625;4978.0;Household
3510;33275;2627;1579.0;Household
3511;33276;2627;561.0;Household
3512;33277;2628;3090.0;Leasing
3513;33278;2631;2125.0;Household
3514;33279;2632;2042.0;Household
3515;33280;2632;41.0;
3516;33281;2632;2300.0;Insurance payment
3517;33282;2636;3254.0;Household
3518;33283;2637;5194.0;Household
3519;33284;2638;1018.0;Household
3520;33285;2638;728.0;
3521;33286;2638;4538.0;Insurance payment
3522;33287;2639;8633.0;Household
3523;33288;2640;8872.0;Household
3524;33289;2641;5126.0;Household
3525;33290;2642;792.0;Household
3526;33291;2642;571.0;
3527;33292;2642;2536.0;Insurance payment
3528;33295;2644;2563.0;Household
3529;33296;2644;124.0;Household
3530;33297;2645;389.0;Household
3531;33298;2645;631.0;
3532;33299;2645;5457.0;Insurance payment
3533;33300;2645;1010.0;
3534;33301;2645;725.0;Leasing
3535;33302;2646;3005.8;Leasing
3536;33303;2646;6232.0;Household
3537;33304;2646;528.0;
3538;33305;2646;300.0;Insurance payment
3539;33306;2647;5303.0;Household
3540;33307;2649;5799.0;Household
3541;33308;2649;320.0;
3542;33309;2649;177.0;Insurance payment
3543;33310;2649;655.0;
3544;33311;2650;4563.0;Household
3545;33312;2651;3592.9;Leasing
3546;33313;2651;10862.0;Household
3547;33314;2652;1735.0;Household
3548;33315;2652;6351.0;
3549;33316;2653;6280.0;Household
3550;33317;2653;2310.0;
3551;33318;2654;3861.0;Household
3552;33319;2655;2216.0;Leasing
3553;33320;2655;2900.0;Household
3554;33321;2655;89.0;
3555;33322;2655;1339.0;Insurance payment
3556;33323;2656;409.0;Household
3557;33324;2656;1718.0;Household
3558;33325;2657;2174.0;Household
3559;33326;2658;486.0;Household
3560;33327;2658;1367.0;
3561;33328;2658;417.0;Insurance payment
3562;33331;2661;4764.0;Household
3563;33332;2662;3625.0;Household
3564;33333;2663;3877.0;Household
3565;33334;2664;3453.0;Household
3566;33335;2664;475.0;
3567;33336;2666;647.0;Household
3568;33337;2666;1287.0;
3569;33338;2667;2180.0;Household
3570;33339;2668;9884.0;Household
3571;33344;2670;3978.0;Household
3572;33345;2670;4754.0;
3573;33346;2671;1984.0;Household
3574;33347;2672;2111.0;Household
3575;33348;2672;211.0;
3576;33349;2673;1759.0;Household
3577;33350;2673;4111.0;
3578;33351;2676;1510.0;Household
3579;33352;2676;1339.0;
3580;33353;2676;2348.0;Insurance payment
3581;33354;2677;3926.0;Household
3582;33355;2677;641.0;
3583;33356;2677;1599.0;Insurance payment
3584;33357;2677;158.0;
3585;33358;2678;3793.0;Leasing
3586;33359;2679;3842.0;Household
3587;33360;2681;4662.0;Household
3588;33361;2681;1560.0;Leasing
3589;33370;2685;2576.0;Household
3590;33371;2686;1996.0;Household
3591;33372;2687;3830.0;Household
3592;33373;2688;2802.0;Household
3593;33374;2689;2727.0;Household
3594;33375;2689;2121.0;
3595;33376;2690;2017.0;Household
3596;33377;2691;1370.0;Loan payment
3597;33378;2692;3386.0;Household
3598;33379;2693;5852.0;Household
3599;33380;2694;3532.0;Household
3600;33381;2694;7636.0;Loan payment
3601;33382;2695;3923.0;Household
3602;33383;2696;3115.0;Household
3603;33384;2697;378.0;Household
3604;33385;2697;3142.0;
3605;33386;2697;629.0;Insurance payment
3606;33387;2699;4816.0;Loan payment
3607;33388;2699;3743.0;Household
3608;33389;2699;662.0;
3609;33390;2700;5221.0;Household
3610;33391;2700;6129.0;
3611;33392;2700;1123.0;Insurance payment
3612;33393;2700;2323.0;
3613;33394;2701;489.0;Household
3614;33395;2701;5761.0;
3615;33396;2702;3537.0;Household
3616;33397;2702;29.0;
3617;33398;2703;2082.0;Household
3618;33401;2705;2608.2;Loan payment
3619;33402;2705;10723.0;Household
3620;33403;2707;3032.0;Household
3621;33404;2707;2546.0;
3622;33405;2709;1969.0;Household
3623;33406;2709;39.0;
3624;33407;2709;16.0;Insurance payment
3625;33408;2711;7300.0;Household
3626;33409;2711;871.0;Leasing
3627;33410;2712;2976.0;Household
3628;33411;2713;3387.0;Household
3629;33412;2715;1707.0;Household
3630;33413;2715;216.0;
3631;33414;2715;296.0;Insurance payment
3632;33415;2716;989.0;Household
3633;33416;2716;7456.0;
3634;33417;2717;2271.0;Household
3635;33418;2719;2889.0;Household
3636;33419;2720;2608.2;Loan payment
3637;33420;2720;6206.0;Household
3638;33421;2720;4719.0;
3639;33422;2721;1544.0;Household
3640;33423;2721;2200.0;
3641;33424;2721;179.0;Insurance payment
3642;33425;2721;73.0;
3643;33426;2722;1671.0;Household
3644;33427;2723;5546.0;Household
3645;33428;2724;6399.0;Household
3646;33429;2725;3197.0;Household
3647;33430;2725;66.0;
3648;33431;2725;461.0;Insurance payment
3649;33432;2725;1934.0;Loan payment
3650;33433;2726;5297.0;Household
3651;33434;2728;2607.0;Loan payment
3652;33435;2728;11222.0;Household
3653;33436;2729;8733.0;Household
3654;33437;2730;2284.0;Household
3655;33438;2731;5044.0;Household
3656;33439;2732;1564.9;Leasing
3657;33440;2733;780.0;Household
3658;33441;2733;1545.0;
3659;33442;2734;883.0;Household
3660;33443;2734;3310.0;
3661;33444;2734;1293.0;Insurance payment
3662;33447;2736;4604.0;Household
3663;33448;2737;4456.0;Household
3664;33449;2738;7762.0;Household
3665;33450;2738;1152.0;
3666;33451;2739;414.0;Household
3667;33452;2739;4173.0;
3668;33453;2742;128.0;Household
3669;33454;2742;4878.0;
3670;33455;2743;3330.0;Household
3671;33456;2743;2811.0;
3672;33457;2743;1870.0;Insurance payment
3673;33458;2744;14384.0;Household
3674;33459;2745;1076.0;Household
3675;33460;2745;3461.0;
3676;33461;2745;1465.0;Insurance payment
3677;33462;2745;3525.0;
3678;33463;2746;2404.0;Household
3679;33464;2747;3826.0;Household
3680;33466;2749;14520.0;Household
3681;33467;2750;1750.0;Household
3682;33468;2750;2229.0;
3683;33469;2751;826.0;Household
3684;33470;2751;2957.0;
3685;33471;2753;2768.0;Loan payment
3686;33472;2753;6869.0;Household
3687;33473;2754;6985.3;Loan payment
3688;33474;2754;2882.0;Household
3689;33475;2754;226.0;
3690;33476;2755;504.0;Household
3691;33477;2755;3263.0;Household
3692;33478;2756;8702.0;Household
3693;33479;2757;2077.0;Household
3694;33480;2758;4692.0;Household
3695;33481;2759;12692.0;Household
3696;33482;2760;5369.0;Household
3697;33483;2760;4476.0;
3698;33484;2761;6238.0;Household
3699;33485;2762;4641.0;Loan payment
3700;33486;2762;6892.0;Household
3701;33487;2762;733.0;
3702;33488;2763;4191.2;Leasing
3703;33489;2763;9480.0;Household
3704;33490;2764;1024.0;Household
3705;33491;2764;2382.0;
3706;33492;2765;5254.0;Household
3707;33493;2766;3498.0;Household
3708;33494;2767;4664.0;Household
3709;33495;2767;1333.0;
3710;33496;2767;1275.0;Insurance payment
3711;33497;2768;2155.0;Household
3712;33501;2770;494.0;Household
3713;33502;2770;1582.0;
3714;33503;2770;494.0;Insurance payment
3715;33504;2771;7288.0;Household
3716;33505;2771;1479.0;Leasing
3717;33506;2772;7594.0;Household
3718;33507;2773;3354.0;Household
3719;33508;2773;154.0;
3720;33509;2773;36.0;Insurance payment
3721;33510;2773;59.0;
3722;33511;2774;3628.0;Household
3723;33512;2775;3455.5;Leasing
3724;33513;2775;8691.0;Household
3725;33514;2776;1647.0;Household
3726;33515;2778;192.0;Household
3727;33516;2778;5821.0;
3728;33517;2779;8262.0;Household
3729;33518;2779;34.0;
3730;33519;2779;10.0;Insurance payment
3731;33520;2779;5.0;
3732;33521;2782;2602.8;Leasing
3733;33522;2784;3307.0;Household
3734;33526;2787;8356.0;Household
3735;33527;2788;3803.0;Household
3736;33528;2789;2965.0;Household
3737;33529;2789;229.0;
3738;33530;2789;762.0;Insurance payment
3739;33531;2790;8862.0;Household
3740;33532;2791;3215.0;Household
3741;33533;2792;2327.0;Household
3742;33534;2793;2301.0;Household
3743;33535;2795;1722.0;Household
3744;33536;2795;6366.0;
3745;33537;2795;1869.0;Insurance payment
3746;33538;2796;3381.0;Household
3747;33539;2796;5291.0;
3748;33540;2798;6094.0;Household
3749;33541;2799;1043.0;Household
3750;33542;2799;4870.0;
3751;33543;2799;2493.0;Insurance payment
3752;33544;2800;8740.0;Household
3753;33545;2801;3524.0;Household
3754;33546;2802;2412.0;Household
3755;33547;2803;1904.0;Leasing
3756;33548;2805;2017.0;Household
3757;33549;2806;5068.0;Household
3758;33550;2809;1764.0;Household
3759;33551;2809;6339.0;
3760;33552;2810;392.0;Household
3761;33553;2810;5828.0;
3762;33554;2810;977.0;Insurance payment
3763;33555;2810;411.0;
3764;33556;2811;1980.9;Leasing
3765;33557;2811;14584.0;Household
3766;33558;2812;8211.0;Household
3767;33559;2813;798.0;Household
3768;33560;2813;4789.0;
3769;33561;2813;227.0;Insurance payment
3770;33562;2813;957.0;
3771;33563;2814;2627.0;Household
3772;33567;2816;3933.0;Household
3773;33568;2816;644.0;
3774;33569;2818;1194.0;Leasing
3775;33570;2818;8947.0;Household
3776;33571;2819;8713.0;Household
3777;33572;2819;748.0;
3778;33573;2820;1645.0;Household
3779;33574;2820;1322.0;Household
3780;33575;2821;3933.0;Household
3781;33576;2821;2122.0;
3782;33580;2823;2210.0;Household
3783;33581;2824;7289.0;Household
3784;33582;2824;841.0;Loan payment
3785;33583;2825;5284.0;Household
3786;33584;2826;5240.0;Household
3787;33585;2827;1756.0;Leasing
3788;33591;2830;6981.0;Household
3789;33592;2830;2150.0;
3790;33593;2831;3586.0;Household
3791;33594;2831;793.0;
3792;33595;2831;363.0;Insurance payment
3793;33596;2831;414.0;
3794;33597;2832;2122.0;Household
3795;33598;2833;2970.0;Household
3796;33599;2834;2515.0;Household
3797;33600;2834;1907.0;
3798;33601;2834;431.0;Insurance payment
3799;33602;2834;2726.0;
3800;33603;2836;9472.0;Household
3801;33604;2838;2802.0;Leasing
3802;33605;2838;1948.0;Household
3803;33606;2838;1370.0;
3804;33607;2839;3157.0;Household
3805;33608;2839;4885.0;
3806;33609;2839;369.0;Insurance payment
3807;33610;2839;166.0;
3808;33611;2840;3557.0;Leasing
3809;33612;2840;11282.0;Household
3810;33613;2841;3536.0;Household
3811;33614;2842;358.0;Household
3812;33615;2842;930.0;
3813;33616;2842;862.0;Insurance payment
3814;33617;2843;7746.0;Household
3815;33618;2845;6559.0;Household
3816;33619;2846;2457.0;Household
3817;33620;2847;5185.0;Household
3818;33625;2849;2704.0;Household
3819;33626;2850;2038.0;Household
3820;33627;2853;2472.0;Household
3821;33628;2854;4186.0;Household
3822;33629;2855;1589.0;Household
3823;33630;2856;6599.0;Household
3824;33631;2857;6317.0;Household
3825;33632;2858;5333.0;Household
3826;33633;2858;786.0;
3827;33634;2858;500.0;Leasing
3828;33635;2861;2613.0;Household
3829;33636;2862;1371.0;Household
3830;33637;2862;5728.0;
3831;33638;2863;945.0;Household
3832;33639;2863;5223.0;
3833;33640;2864;890.0;Household
3834;33641;2864;413.0;
3835;33642;2864;6308.0;Insurance payment
3836;33643;2865;3482.0;Household
3837;33644;2865;8.0;
3838;33645;2865;2.0;Insurance payment
3839;33646;2865;1.0;
3840;33647;2866;5711.0;Household
3841;33648;2867;7523.0;Household
3842;33649;2868;3306.0;Household
3843;33650;2869;2562.0;Household
3844;33651;2870;5851.0;Household
3845;33652;2871;3829.0;Household
3846;33653;2872;4040.0;Household
3847;33654;2872;4059.0;
3848;33655;2872;4472.0;Loan payment
3849;33656;2873;3615.0;Household
3850;33657;2873;2925.0;
3851;33658;2873;761.0;Insurance payment
3852;33659;2873;693.0;
3853;33660;2874;2066.0;Household
3854;33661;2876;5231.0;Household
3855;33662;2877;5305.0;Household
3856;33663;2878;3192.0;Household
3857;33664;2879;7193.0;Household
3858;33665;2880;7501.0;Household
3859;33666;2881;4639.0;Household
3860;33667;2882;4441.0;Leasing
3861;33668;2882;8002.0;Household
3862;33669;2883;2497.0;Household
3863;33670;2884;3854.0;Household
3864;33671;2885;7905.0;Household
3865;33672;2886;3472.0;Household
3866;33673;2887;5645.0;Household
3867;33674;2888;305.0;Household
3868;33675;2888;2087.0;Household
3869;33676;2889;3292.0;Leasing
3870;33677;2889;5038.0;Household
3871;33678;2890;2661.0;Household
3872;33679;2890;2992.0;
3873;33680;2891;4614.0;Household
3874;33681;2891;4928.0;
3875;33682;2891;1756.0;Leasing
3876;33683;2893;1503.0;Household
3877;33684;2893;751.0;
3878;33685;2894;3735.8;Leasing
3879;33686;2895;5598.0;Household
3880;33687;2896;1852.0;Household
3881;33688;2896;295.0;
3882;33689;2897;5751.0;Household
3883;33690;2898;6655.0;Household
3884;33691;2899;7503.0;Household
3885;33692;2901;4936.0;Household
3886;33693;2902;825.0;Household
3887;33694;2902;5465.0;
3888;33695;2903;7826.0;Household
3889;33696;2906;2454.0;Household
3890;33697;2906;6863.0;
3891;33698;2906;341.0;Insurance payment
3892;33699;2907;3983.0;Household
3893;33700;2908;3207.0;Household
3894;33701;2909;7036.0;Household
3895;33702;2910;7291.3;Loan payment
3896;33703;2910;6778.0;Household
3897;33704;2910;7656.0;
3898;33705;2911;617.0;Household
3899;33706;2911;4389.0;
3900;33707;2911;2572.0;Insurance payment
3901;33708;2911;1051.0;Leasing
3902;33709;2912;6336.0;Loan payment
3903;33710;2913;499.0;Household
3904;33711;2913;2481.0;Household
3905;33712;2914;1822.0;Household
3906;33713;2914;3367.0;
3907;33714;2916;2096.0;Household
3908;33715;2916;635.0;
3909;33716;2916;3630.0;Insurance payment
3910;33717;2916;2.0;
3911;33718;2917;6157.0;Household
3912;33719;2918;7997.2;Loan payment
3913;33720;2918;10487.0;Household
3914;33721;2919;7331.0;Household
3915;33722;2920;5493.0;Household
3916;33723;2921;6797.0;Household
3917;33724;2923;2786.0;Household
3918;33725;2925;4297.0;Household
3919;33726;2926;1348.0;Household
3920;33727;2926;1093.0;
3921;33728;2926;868.0;Insurance payment
3922;33729;2926;699.0;
3923;33730;2927;2025.0;Leasing
3924;33731;2928;3566.0;Household
3925;33732;2929;3658.3;Leasing
3926;33733;2929;226.0;Household
3927;33734;2929;11789.0;
3928;33735;2930;12032.0;Household
3929;33736;2931;2884.0;Household
3930;33737;2932;3658.3;Leasing
3931;33738;2932;4920.0;Household
3932;33739;2932;26.0;
3933;33740;2932;4.0;Insurance payment
3934;33741;2932;7.0;
3935;33742;2933;4542.0;Loan payment
3936;33743;2933;5907.0;Household
3937;33744;2935;2100.0;Household
3938;33745;2936;4247.0;Household
3939;33746;2936;8400.0;Loan payment
3940;33747;2937;3230.0;Household
3941;33748;2938;3658.3;Leasing
3942;33749;2938;1996.0;Household
3943;33750;2938;2288.0;
3944;33751;2938;6758.0;Insurance payment
3945;33752;2939;2882.0;Household
3946;33753;2940;7156.0;Household
3947;33756;2942;2451.0;Household
3948;33757;2942;1072.0;
3949;33760;2944;2984.0;Household
3950;33761;2944;615.0;
3951;33762;2945;1854.0;Household
3952;33763;2946;2672.0;Household
3953;33764;2947;2228.0;Household
3954;33767;2949;783.0;Household
3955;33768;2949;1268.0;Household
3956;33769;2950;8653.0;Household
3957;33770;2951;743.0;Household
3958;33771;2951;1810.0;
3959;33772;2951;462.0;Insurance payment
3960;33773;2952;1629.0;Household
3961;33774;2952;750.0;Household
3962;33775;2953;580.0;Household
3963;33776;2953;2848.0;
3964;33777;2953;1515.0;Leasing
3965;33778;2954;8306.0;Household
3966;33779;2955;3386.0;Household
3967;33780;2956;9042.0;Household
3968;33781;2957;4640.0;Household
3969;33782;2958;3261.0;Household
3970;33783;2960;8884.0;Household
3971;33784;2961;606.0;Household
3972;33785;2961;1055.0;Household
3973;33786;2962;2604.5;Loan payment
3974;33787;2963;5101.0;Household
3975;33788;2964;2306.0;Household
3976;33789;2965;2648.0;Household
3977;33790;2966;4560.0;Household
3978;33791;2967;2666.0;Household
3979;33792;2967;1042.0;
3980;33793;2967;4489.0;Insurance payment
3981;33794;2968;1394.0;Household
3982;33795;2968;2284.0;
3983;33796;2971;3554.8;Leasing
3984;33797;2972;3554.8;Leasing
3985;33798;2973;4373.0;Household
3986;33799;2973;212.0;
3987;33800;2974;1546.0;Household
3988;33807;2976;8473.0;Household
3989;33808;2977;1727.0;Leasing
3990;33809;2977;3055.0;Household
3991;33810;2978;3212.0;Household
3992;33811;2979;3494.0;Household
3993;33812;2980;3316.0;Household
3994;33813;2981;2022.0;Household
3995;33814;2982;3438.0;Loan payment
3996;33815;2982;8143.0;Household
3997;33816;2982;164.0;
3998;33817;2982;226.0;Insurance payment
3999;33818;2982;23.0;
4000;33823;2985;2113.0;Household
4001;33824;2986;3301.0;Household
4002;33825;2986;1390.0;
4003;33826;2986;1033.0;Loan payment
4004;33827;2987;5569.0;Household
4005;33828;2988;7384.0;Loan payment
4006;33829;2989;3395.0;Household
4007;33830;2990;22.0;Household
4008;33831;2990;2704.0;
4009;33832;2991;9220.0;Household
4010;33833;2991;121.0;
4011;33834;2991;7.0;Insurance payment
4012;33835;2991;107.0;
4013;33836;2992;5396.0;Household
4014;33837;2994;3217.0;Household
4015;33838;2994;1354.0;Loan payment
4016;33840;2996;7282.0;Household
4017;33841;2996;15.0;
4018;33842;2996;99.0;Insurance payment
4019;33843;2996;402.0;
4020;33844;2997;1978.0;Household
4021;33845;2998;3170.0;Household
4022;33846;2998;28.0;
4023;33847;2998;3.0;Insurance payment
4024;33848;2999;2806.0;Household
4025;33851;3004;1522.0;Household
4026;33852;3004;1572.0;Household
4027;33853;3005;8125.3;Loan payment
4028;33854;3005;6883.0;Household
4029;33855;3005;7696.0;
4030;33856;3006;3783.0;Household
4031;33857;3007;983.0;Household
4032;33858;3007;1405.0;
4033;33859;3007;5596.0;Insurance payment
4034;33860;3007;997.0;
4035;33861;3008;2120.0;Household
4036;33862;3009;2739.0;Household
4037;33863;3011;2042.0;Household
4038;33864;3011;138.0;
4039;33865;3012;2601.0;Household
4040;33866;3013;3064.0;Household
4041;33867;3014;4187.0;Leasing
4042;33868;3015;18.0;Household
4043;33869;3015;2130.0;
4044;33870;3016;8517.0;Household
4045;33871;3017;3019.0;Household
4046;33872;3017;879.0;
4047;33873;3017;1173.0;Insurance payment
4048;33874;3017;1877.0;
4049;33875;3021;3241.8;Loan payment
4050;33876;3022;3170.0;Household
4051;33877;3023;2213.0;Household
4052;33878;3024;611.0;Household
4053;33879;3024;1650.0;Household
4054;33880;3025;3354.0;Household
4055;33881;3026;8024.0;Household
4056;33882;3027;2631.0;Household
4057;33883;3028;2200.0;Household
4058;33884;3029;1514.0;Household
4059;33885;3030;293.0;Household
4060;33886;3030;1795.0;
4061;33887;3031;2789.0;Household
4062;33888;3032;2858.0;Household
4063;33889;3033;605.0;Household
4064;33890;3033;192.0;
4065;33891;3033;1137.0;Insurance payment
4066;33895;3035;7524.0;Household
4067;33896;3035;4919.0;
4068;33897;3037;7718.7;Loan payment
4069;33899;3039;5035.0;Household
4070;33900;3039;1233.0;
4071;33901;3040;2202.0;Household
4072;33902;3041;130.0;Household
4073;33903;3041;1827.0;
4074;33904;3041;743.0;Insurance payment
4075;33905;3042;2884.0;Household
4076;33906;3042;3459.0;
4077;33907;3043;2768.0;Household
4078;33908;3044;2756.0;Household
4079;33909;3045;2366.0;Household
4080;33910;3046;1889.0;Household
4081;33911;3046;613.0;
4082;33912;3047;2316.0;Household
4083;33913;3048;4631.2;Leasing
4084;33914;3049;1961.0;Household
4085;33915;3050;6907.5;Loan payment
4086;33916;3050;9716.0;Household
4087;33917;3050;119.0;
4088;33918;3050;41.0;Insurance payment
4089;33919;3051;4104.0;Household
4090;33920;3051;184.0;
4091;33921;3051;623.0;Insurance payment
4092;33922;3052;4144.5;Leasing
4093;33923;3052;6175.0;Household
4094;33924;3053;3790.0;Household
4095;33925;3053;3675.0;
4096;33928;3055;1279.0;Household
4097;33929;3055;1140.0;Household
4098;33930;3056;868.0;Household
4099;33931;3056;2033.0;Household
4100;33932;3057;4646.0;Household
4101;33933;3059;1433.0;Household
4102;33934;3059;1758.0;
4103;33935;3059;529.0;Insurance payment
4104;33936;3060;3960.0;Household
4105;33937;3061;1978.0;Household
4106;33938;3062;2638.0;Household
4107;33939;3063;2330.0;Household
4108;33940;3064;1455.0;Household
4109;33941;3064;4714.0;
4110;33942;3064;1285.0;Loan payment
4111;33945;3066;3241.0;Household
4112;33946;3067;2604.0;Household
4113;33947;3067;1330.0;
4114;33948;3068;3878.0;Household
4115;33949;3069;6704.0;Household
4116;33950;3070;3374.0;Household
4117;33951;3071;5122.0;Household
4118;33952;3071;4268.0;
4119;33953;3072;5268.0;Household
4120;33958;3075;1523.0;Household
4121;33959;3076;2715.0;Household
4122;33960;3077;3698.0;Household
4123;33961;3078;2232.0;Household
4124;33962;3079;234.0;Household
4125;33963;3079;2065.0;
4126;33964;3080;3359.0;Household
4127;33967;3082;7496.0;Household
4128;33968;3084;7042.0;Loan payment
4129;33970;3085;5723.0;Household
4130;33971;3085;907.0;
4131;33972;3086;5022.0;Household
4132;33973;3087;845.0;Household
4133;33974;3087;395.0;
4134;33975;3087;693.0;Insurance payment
4135;33976;3088;5866.0;Household
4136;33977;3090;4225.2;Leasing
4137;33978;3090;6829.0;Household
4138;33979;3090;722.0;
4139;33980;3090;640.0;Insurance payment
4140;33981;3091;4922.0;Household
4141;33982;3091;3387.0;
4142;33983;3092;2311.0;Household
4143;33984;3093;4238.0;Household
4144;33985;3094;5421.0;Household
4145;33986;3094;10.0;
4146;33987;3094;21.0;Insurance payment
4147;33988;3094;17.0;
4148;33994;3096;6446.0;Household
4149;33995;3096;65.0;
4150;33996;3096;8.0;Insurance payment
4151;33997;3096;1619.0;
4152;33998;3097;403.0;Household
4153;33999;3097;2119.0;
4154;34000;3098;4605.0;Household
4155;34001;3099;3205.0;Household
4156;34002;3100;222.0;Household
4157;34003;3100;6275.0;
4158;34004;3101;1938.0;Household
4159;34005;3102;6722.0;Household
4160;34006;3103;9388.0;Household
4161;34007;3103;776.0;
4162;34008;3103;4244.0;Insurance payment
4163;34009;3104;2004.0;Household
4164;34010;3105;2145.0;Household
4165;34011;3107;2642.0;Household
4166;34012;3108;1560.0;Household
4167;34013;3108;482.0;
4168;34014;3111;3641.0;Household
4169;34015;3112;2567.3;Loan payment
4170;34016;3112;1468.0;Household
4171;34017;3112;1584.0;
4172;34018;3113;8001.0;Household
4173;34019;3113;4043.0;
4174;34020;3113;367.0;Insurance payment
4175;34021;3113;355.0;
